buyer_name,implementation_location_other,No,DEPT/ENTITY,,supplier_numbers_other,supplier_name,company_registration_number,ITEM CATEGORY,items_description,items_quantity,cost_per_unit_zar,order_amount_zar,TOTAL VAL RECALC,order_number,invoice_number,SYS INVOICE AMOUNT,SYS INVOICE DATE,invoice_date,SYS INVOICE RECEIPT DATE,invoice_reciept_date,SYS PAYMENT DATE,payment_number,SYS DISPURSE NO,SYS PAYMENT AMOUNT,paymen_period,PAY VAR,STATUS,COMMITMENT OUTSTANDING,ORDERS CLOSED
Limpopo Department of Health,Limpopo,278,HEALTH,Health,MAAA0561273,Smandi Project Management,2008/156029/23,Digital Themormetres,Digital Themormetres,"5,000",1720.00,8600000.00,"R8,600,000.00",NOT APPLIC,1 L PPD,"R8,599,987.50",5/14/2020,2020-05-14,5/18/2020,2020-05-18,06/02/2020,2669333,1195544,"R8,599,987.50",2020/06,R12.50,CLOSED,R0.00,R12.50
Limpopo Department of Health,Limpopo,279,HEALTH,Health,MAAA0561273,Smandi Project Management,2008/156029/23,Gowns - Surgical non sterile,Surgical Gown (Non-Sterile),"22,500",96.00,2160000.00,"R2,160,000.00",NOT APPLIC,S M A004LPPD,"R1,736,160.00",6/17/2020,2020-06-17,6/19/2020,2020-06-19,6/23/2020,2673036,1196726,"R1,736,160.00",2020/06,"R423,840.00",CLOSED,R0.00,"R423,840.00"
Limpopo Department of Health,Limpopo,280,HEALTH,Health,MAAA0561273,Smandi Project Management,2008/156029/23,,,,,0.00,R0.00,NOT APPLIC,S M A002LPPD,"R423,840.00",6/17/2020,2020-06-17,6/19/2020,2020-06-19,6/22/2020,2673032,1196726,"R423,840.00",2020/06,"-R423,840.00",CLOSED,R0.00,"-R423,840.00"
Limpopo Department of Health,Limpopo,281,HEALTH,Health,MAAA0901902,Steelwood International (Pty) Ltd t/a Medena,1997/008988/07,Digital Themormetres,Digital Themormetres,"3,000",1720.00,5160000.00,"R5,160,000.00",NOT APPLIC,I N V25495LPPD,"R5,160,000.00",5/21/2020,2020-05-21,5/21/2020,2020-05-21,06/02/2020,2669332,1195540,"R5,160,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,282,HEALTH,Health,MAAA0298228,Summer Rain Training & Proj,2016/305430/07,Protective Body Suit,Disposable PPE Body Suits,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,003LPPD,"R481,793.32",07/03/2020,2020-03-07,07/06/2020,2020-07-06,07/08/2020,2678113,1198958,"R481,793.32",2020/07,"R482,085.68",CLOSED,R0.00,"R482,085.68"
Limpopo Department of Health,Limpopo,283,HEALTH,Health,MAAA0298228,Summer Rain Training & Proj,2016/305430/07,,,,,0.00,R0.00,NOT APPLIC,002LPPD,"R337,379.82",07/03/2020,2020-03-07,07/06/2020,2020-07-06,07/08/2020,2678115,1198958,"R337,379.82",2020/07,"-R337,379.82",CLOSED,R0.00,"-R337,379.82"
Limpopo Department of Health,Limpopo,284,HEALTH,Health,MAAA0298228,Summer Rain Training & Proj,2016/305430/07,,,,,0.00,R0.00,NOT APPLIC,001LPPD,"R144,662.49",07/03/2020,2020-03-07,07/06/2020,2020-07-06,07/08/2020,2678117,1198958,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49"
Limpopo Department of Health,Limpopo,285,HEALTH,Health,MAAA0842713,S O R Training,2016/402789/07,Gloves,Surgical cloves latex sterile,"144,000",6.90,993600.00,"R993,600.00",NOT APPLIC,0001/2020,"R314,640.00",7/27/2020,2020-07-27,7/27/2020,2020-07-27,7/28/2020,2682628,1199960,"R314,640.00",2020/07,"R678,960.00",OPEN,"R678,960.00",R0.00
Limpopo Department of Health,Limpopo,286,HEALTH,Health,MAAA0869781,T7 Mash,2020/003978/07,Digital Themormetres,Digital Themormetres,"3,500",1720.00,6020000.00,"R6,020,000.00",NOT APPLIC,3 5 LPPD,"R6,020,000.00",5/21/2020,2020-05-21,5/22/2020,2020-05-22,06/02/2020,2669331,1195537,"R6,020,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,287,HEALTH,Health,MAAA0836835,Tendiroli Business Enterprise (Pty) Ltd,2014/008072/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,2 2 3365LPPD,"R576,450.00",06/03/2020,2020-03-06,06/09/2020,2020-06-09,06/09/2020,2671707,1195894,"R576,450.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,288,HEALTH,Health,MAAA0471136,Theze Trading Entreprise,2015/130276/07,Protective Body Suit,Disposable PPE Body Suits,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,257LPPD,"R963,835.65",7/13/2020,2020-07-13,7/13/2020,2020-07-13,7/20/2020,2680019,1199535,"R963,835.65",2020/07,R43.35,CLOSED,R0.00,R43.35
Limpopo Department of Health,Limpopo,289,HEALTH,Health,MAAA0564953,Thinamuthu General Trading,2017/248421/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,013LPPD,"R210,000.00",,,,,,2671733,1195900,"R210,000.00",2020/06,"R366,450.00",CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,290,HEALTH,Health,MAAA0564953,Thinamuthu General Trading,2017/248421/07,,,,,0.00,R0.00,NOT APPLIC,013LPPD,"R226,800.00",,,,,,2671721,1195900,"R226,800.00",2020/06,"-R226,800.00",CLOSED,R0.00,"-R226,800.00"
Limpopo Department of Health,Limpopo,291,HEALTH,Health,MAAA0564953,Thinamuthu General Trading,2017/248421/07,,,,,0.00,R0.00,NOT APPLIC,014LPPD,"R139,650.00",06/01/2020,2020-01-06,07/06/2020,2020-07-06,07/07/2020,2677843,1198933,"R139,650.00",2020/07,"-R139,650.00",CLOSED,R0.00,"-R139,650.00"
Limpopo Department of Health,Limpopo,292,HEALTH,Health,MAAA0159622,Tsalach Solutions,2013/161304/07,Masks - Face Cloth,Face Cloth Masks,"12,666",16.68,211268.88,"R211,268.88",NOT APPLIC,2020/001.LPPD,"R12,510.00",5/27/2020,2020-05-27,06/09/2020,2020-06-09,07/08/2020,2678285,1198929,"R12,510.00",2020/07,"R198,758.88",CLOSED,R0.00,"R198,758.88"
Limpopo Department of Health,Limpopo,293,HEALTH,Health,MAAA0159622,Tsalach Solutions,2013/161304/07,,,,,0.00,R0.00,NOT APPLIC,0024LPPD,"R60,882.00",06/05/2020,2020-05-06,7/20/2020,2020-07-20,7/21/2020,2680265,1199890,"R60,882.00",2020/07,"-R60,882.00",CLOSED,R0.00,"-R60,882.00"
Limpopo Department of Health,Limpopo,294,HEALTH,Health,MAAA0138523,Tshiamiso Trading 135,2013/110686/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,506LPPD,"R576,450.00",06/05/2020,2020-05-06,07/06/2020,2020-07-06,07/07/2020,2677870,1198912,"R576,450.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,295,HEALTH,Health,MAAA0138523,Tshiamiso Trading 135,2013/110686/07,Digital Themormetres,Digital Themormetres,500,1978.00,989000.00,"R989,000.00",NOT APPLIC,5 0 2LPPD,"R989,000.00",5/20/2020,2020-05-20,5/21/2020,2020-05-21,5/25/2020,2666971,1193419,"R989,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,296,HEALTH,Health,MAAA0138523,Tshiamiso Trading 135,2013/110686/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,5 0 1,"R2,000,000.00",4/17/2020,2020-04-17,4/17/2020,2020-04-17,4/17/2020,2659215,1189655,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,297,HEALTH,Health,MAAA0052453,Tshimangi Accommodation and Cash Loans,2016/013167/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,0 1 LPPD,"R576,450.00",06/03/2020,2020-03-06,06/09/2020,2020-06-09,06/09/2020,2671578,1195891,"R576,450.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,298,HEALTH,Health,MAAA0008081,Tshivhe Trading Entreprise,2007/184617/23,Protective Body Suit,Disposable protective body suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,TTE41LPPD,"R144,662.49",07/03/2020,2020-03-07,07/06/2020,2020-07-06,07/08/2020,2678122,1198957,"R144,662.49",2020/07,"R819,216.51",CLOSED,R0.00,"R819,216.51"
Limpopo Department of Health,Limpopo,299,HEALTH,Health,MAAA0008081,Tshivhe Trading Entreprise,2007/184617/23,,,,,0.00,R0.00,NOT APPLIC,TTE42LPPD,"R337,379.82",07/03/2020,2020-03-07,07/06/2020,2020-07-06,07/08/2020,2678124,1198957,"R337,379.82",2020/07,"-R337,379.82",CLOSED,R0.00,"-R337,379.82"
Limpopo Department of Health,Limpopo,300,HEALTH,Health,MAAA0008081,Tshivhe Trading Entreprise,2007/184617/23,,,,,0.00,R0.00,NOT APPLIC,TTE44LPPD,"R481,793.32",07/09/2020,2020-09-07,07/10/2020,2020-07-10,7/20/2020,2680018,1199903,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,301,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,Masks - Surgical,3 Ply Mask Surgical,"200,000",18.50,3700000.00,"R3,700,000.00",NOT APPLIC,2 0 20/003LPPD,"R66,587.30",4/21/2020,2020-04-21,5/18/2020,2020-05-18,5/20/2020,2665655,1192870,"R66,587.30",2020/06,"R3,633,412.70",CLOSED,R0.00,"R3,633,412.70"
Limpopo Department of Health,Limpopo,302,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,Sanitiser,Hand sanitizers 350ml,"300,000",29.90,8970000.00,"R8,970,000.00",NOT APPLIC,2 0 20/004LPPD,"R147,646.20",05/04/2020,2020-04-05,5/18/2020,2020-05-18,5/25/2020,2665266,1193423,"R147,646.20",2020/06,"R8,822,353.80",CLOSED,R0.00,"R8,822,353.80"
Limpopo Department of Health,Limpopo,303,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/004/LPPD,"R154,463.40",4/28/2020,2020-04-28,05/07/2020,2020-05-07,05/07/2020,2663348,1192468,"R154,463.40",2020/06,"-R154,463.40",CLOSED,R0.00,"-R154,463.40"
Limpopo Department of Health,Limpopo,304,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/004LPPD,"R165,765.60",05/11/2020,2020-11-05,5/15/2020,2020-05-15,5/19/2020,2665238,1192870,"R165,765.60",2020/06,"-R165,765.60",CLOSED,R0.00,"-R165,765.60"
Limpopo Department of Health,Limpopo,305,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/006LPPD,"R173,300.40",5/15/2020,2020-05-15,5/18/2020,2020-05-18,5/19/2020,2665252,1192870,"R173,300.40",2020/06,"-R173,300.40",CLOSED,R0.00,"-R173,300.40"
Limpopo Department of Health,Limpopo,306,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/005LPPD,"R184,602.60",05/11/2020,2020-11-05,5/15/2020,2020-05-15,5/19/2020,2665243,1192870,"R184,602.60",2020/06,"-R184,602.60",CLOSED,R0.00,"-R184,602.60"
Limpopo Department of Health,Limpopo,307,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/011LPPD,"R192,137.40",5/26/2020,2020-05-26,5/26/2020,2020-05-26,5/27/2020,2667098,1195529,"R192,137.40",2020/06,"-R192,137.40",CLOSED,R0.00,"-R192,137.40"
Limpopo Department of Health,Limpopo,308,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/012LPPD,"R293,857.20",5/27/2020,2020-05-27,06/01/2020,2020-06-01,06/04/2020,2670027,1195529,"R293,857.20",2020/06,"-R293,857.20",CLOSED,R0.00,"-R293,857.20"
Limpopo Department of Health,Limpopo,309,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/008LPPD,"R299,000.00",4/14/2020,2020-04-14,06/04/2020,2020-06-04,06/04/2020,2670017,1195529,"R299,000.00",2020/06,"-R299,000.00",CLOSED,R0.00,"-R299,000.00"
Limpopo Department of Health,Limpopo,310,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/014LPPD,"R301,392.00",06/10/2020,2020-10-06,06/11/2020,2020-06-11,06/12/2020,2672068,1196723,"R301,392.00",2020/06,"-R301,392.00",CLOSED,R0.00,"-R301,392.00"
Limpopo Department of Health,Limpopo,311,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/001LPPD,"R384,000.00",04/08/2020,2020-08-04,5/25/2020,2020-05-25,5/25/2020,2666957,1193423,"R384,000.00",2020/06,"-R384,000.00",CLOSED,R0.00,"-R384,000.00"
Limpopo Department of Health,Limpopo,312,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/013LPPD,"R391,809.60",06/04/2020,2020-04-06,06/04/2020,2020-06-04,06/04/2020,2670045,1195529,"R391,809.60",2020/06,"-R391,809.60",CLOSED,R0.00,"-R391,809.60"
Limpopo Department of Health,Limpopo,313,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/015LPPD,"R960,806.60",6/23/2020,2020-06-23,6/24/2020,2020-06-24,6/24/2020,2674478,1196723,"R960,806.60",2020/06,"-R960,806.60",CLOSED,R0.00,"-R960,806.60"
Limpopo Department of Health,Limpopo,314,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2 0 20/002LPPD,"R1,000,000.00",4/17/2020,2020-04-17,5/20/2020,2020-05-20,5/20/2020,2665722,1192870,"R1,000,000.00",2020/06,"-R1,000,000.00",CLOSED,R0.00,"-R1,000,000.00"
Limpopo Department of Health,Limpopo,315,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/017LPPD,"R1,251,105.70",07/02/2020,2020-02-07,07/06/2020,2020-07-06,07/07/2020,2677854,1198917,"R1,251,105.70",2020/07,"-R1,251,105.70",CLOSED,R0.00,"-R1,251,105.70"
Limpopo Department of Health,Limpopo,316,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/016LPPD,"R1,081,782.00",07/01/2020,2020-01-07,07/06/2020,2020-07-06,07/07/2020,2677858,1198917,"R1,081,782.00",2020/07,"-R1,081,782.00",CLOSED,R0.00,"-R1,081,782.00"
Limpopo Department of Health,Limpopo,317,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/018LPPD,"R1,110,844.80",07/08/2020,2020-08-07,07/08/2020,2020-07-08,07/08/2020,2678428,1198917,"R1,110,844.80",2020/07,"-R1,110,844.80",CLOSED,R0.00,"-R1,110,844.80"
Limpopo Department of Health,Limpopo,318,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/020LPPD,"R978,447.60",7/13/2020,2020-07-13,7/13/2020,2020-07-13,7/20/2020,2680014,1199884,"R978,447.60",2020/07,"-R978,447.60",CLOSED,R0.00,"-R978,447.60"
Limpopo Department of Health,Limpopo,319,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/019LPPD,"R1,149,595.20",07/10/2020,2020-10-07,07/10/2020,2020-07-10,7/22/2020,2680089,1199884,"R1,149,595.20",2020/07,"-R1,149,595.20",CLOSED,R0.00,"-R1,149,595.20"
Limpopo Department of Health,Limpopo,320,HEALTH,Health,MAAA0908409,Tsopane Pharmacy t/a Lennymed Pharmacy,2015/260590/07,,,,,0.00,R0.00,NOT APPLIC,2020/021LPPD,"R66,856.40",7/24/2020,2020-07-24,7/27/2020,2020-07-27,7/27/2020,2682151,1199884,"R66,856.40",2020/07,"-R66,856.40",CLOSED,R0.00,"-R66,856.40"
Limpopo Department of Health,Limpopo,321,HEALTH,Health,MAAA0902476,Value Chem Medical Group,2019/555713/07,Digital Themormetres,Infrared Handheld non-contact thermometer,500,2249.40,1124700.00,"R1,124,700.00",NOT APPLIC,Q U187549LPPD,"R56,249.95",4/28/2020,2020-04-28,5/18/2020,2020-05-18,5/20/2020,2665645,1192874,"R56,249.95",2020/06,"R1,068,450.05",CLOSED,R0.00,"R1,068,450.05"
Limpopo Department of Health,Limpopo,322,HEALTH,Health,MAAA0902476,Value Chem Medical Group,2019/555713/07,,,,,,R0.00,NOT APPLIC,Q U187569LPPD,"R1,068,749.05",05/12/2020,2020-12-05,5/20/2020,2020-05-20,5/21/2020,2665638,1192874,"R1,068,749.05",2020/06,"-R1,068,749.05",CLOSED,R0.00,"-R1,068,749.05"
Limpopo Department of Health,Limpopo,323,HEALTH,Health,MAAA0902476,Value Chem Medical Group,2019/555713/07,Digital Themormetres,Digital Themormetres,425,2249.40,955995.00,"R955,995.00",,,,,,,,,,,,,"R955,995.00",OPEN,"R955,995.00",R0.00
Limpopo Department of Health,Limpopo,324,HEALTH,Health,MAAA0205906,X ? NET Trading Enterprise,2007/174564/23,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,X N E-COV19-01LPPD,"R10,500.00",06/04/2020,2020-04-06,06/11/2020,2020-06-11,6/15/2020,2672133,1196721,"R10,500.00",2020/06,"R565,950.00",CLOSED,R0.00,"R565,950.00"
Limpopo Department of Health,Limpopo,325,HEALTH,Health,MAAA0205906,X ? NET Trading Enterprise,2007/174564/23,,,,,,R0.00,NOT APPLIC,X N E-COV19-03LPPD,"R277,900.00",06/05/2020,2020-05-06,06/11/2020,2020-06-11,6/15/2020,2672129,1196721,"R277,900.00",2020/06,"-R277,900.00",CLOSED,R0.00,"-R277,900.00"
Limpopo Department of Health,Limpopo,326,HEALTH,Health,MAAA0205906,X ? NET Trading Enterprise,2007/174564/23,,,,,,R0.00,NOT APPLIC,X N ECOV19-02LPPD,"R288,050.00",06/04/2020,2020-04-06,06/10/2020,2020-06-10,6/15/2020,2672131,1196721,"R288,050.00",2020/06,"-R288,050.00",CLOSED,R0.00,"-R288,050.00"
Limpopo Department of Health,Limpopo,327,HEALTH,Health,MAAA0146822,YNF Engineering,1995/056053/23,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,Y N F-QUO110H/O,"R1,999,850.00",4/15/2020,2020-04-15,4/16/2020,2020-04-16,4/16/2020,2658871,1189664,"R1,999,850.00",2020/06,R150.00,CLOSED,R0.00,R150.00
Limpopo Department of Public Works,Limpopo,328,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Cleaning,"Soap, Hand Wash, Liquide 25L",8,747.50,5980.00,"R5,980.00",OR-002182,I N 001687,"R5,980.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R5,980.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,329,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Sanitiser,Hand Sanitizer 25 Litre Actigem,2,3450.00,6900.00,"R6,900.00",OR-002182,I N 001687,"R6,900.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R6,900.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,330,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Cleaning,"Soap Toilet, liquide",8,977.50,7820.00,"R7,820.00",OR-002182,I N 001687,"R7,820.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R7,820.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,331,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Cleaning,Soap Liquide 5L,30,425.50,12765.00,"R12,765.00",OR-002182,I N 001687,"R12,765.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R12,765.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,332,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Sanitiser,Medical Hand Sanitizer Actigem,200,102.35,20470.00,"R20,470.00",OR-002182,I N 001687,"R20,470.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R20,470.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,333,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Sanitiser,Hand Sanitizer Gel Liquide 500m,200,184.00,36800.00,"R36,800.00",OR-002182,I N 001687,"R36,800.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R36,800.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,334,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Masks - Non Surgical,"Musk, Dust Face",98,828.00,81144.00,"R81,144.00",OR-002182,I N 001687,"R81,144.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R81,144.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,335,P/WORKS,Public Works,MAAA0195344,Earlyworx 769 (Pty) Ltd,2004/026640/07,Gloves,Gloves Surgical Powder Free,600,161.00,96600.00,"R96,600.00",OR-002182,I N 001687,"R96,600.00",04/01/2020,2020-01-04,4/20/2020,2020-04-20,4/22/2020,2525283,1208448,"R96,600.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Public Works,Limpopo,336,P/WORKS,Public Works,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,Masks - Face Cloth,MASKS,"15,700",16.50,259050.00,"R259,050.00",OR-002223,15,"R259,050.00",07/06/2020,2020-06-07,7/16/2020,2020-07-16,7/20/2020,2530459,1213056,"R259,050.00",2020/07,R0.00,CLOSED,R0.00,R0.00
"Limpopo Department of Sports, Art and Culture",Limpopo,337,SPORT,Sport,MAAA0709058,Chulumanco Lilitha,2018/472183/07,Admin & Marketing,Design of elcetronic flyers and production of video clips for COVID19,1,498000.00,498000.00,"R498,000.00",,,,,,,,,,,,,"R498,000.00",OPEN,"R498,000.00",R0.00
"Limpopo Department of Sports, Art and Culture",Limpopo,338,SPORT,Sport,MAAA0383071,Johnthate Trading Enterprise,2016/523080/07,Digital Themormetres,Themometers,105,1795.00,188475.00,"R188,475.00",OR-010729,15,"R188,475.00",07/09/2020,2020-09-07,07/09/2020,2020-07-09,07/09/2020,2424462,1118301,"R188,475.00",2020/07,R0.00,CLOSED,R0.00,R0.00
"Limpopo Department of Sports, Art and Culture",Limpopo,339,SPORT,Sport,MAAA0739853,Mamidumo Trading,2018/418026/07,Cleaning,Apron with bib,200,249.00,49800.00,"R49,800.00",OR-010730,1 2020,"R49,800.00",06/09/2020,2020-09-06,06/09/2020,2020-06-09,06/09/2020,2424227,1118117,"R49,800.00",2020/06,R0.00,CLOSED,R0.00,R0.00
"Limpopo Department of Sports, Art and Culture",Limpopo,340,SPORT,Sport,MAAA0004091,Modosharo Suppliers,2015/087991/07,Face Shields / Visors,Visors/ Face shields,100,125.00,12500.00,"R12,500.00",OR-010728,M00D01,"R12,500.00",6/23/2020,2020-06-23,6/23/2020,2020-06-23,6/24/2020,2424354,1118233,"R12,500.00",2020/06,R0.00,CLOSED,R0.00,R0.00
"Limpopo Department of Sports, Art and Culture",Limpopo,341,SPORT,Sport,MAAA0026259,Unitrade 1032 cc,1998/002665/23,Sanitiser,Sanitizers,"2,000",62.10,124200.00,"R124,200.00",OR-010623,INV65983,"R124,200.00",7/21/2020,2020-07-21,7/21/2020,2020-07-21,7/27/2020,2424674,1118435,"R124,200.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Social Development,Limpopo,342,SOCIAL,Social,MAAA0238860,Bidvest Steiner,2000/011155/07,Cleaning,Mutton Cloth,100,52.34,5234.00,"R5,234.00",PO-001260,PIETRIN0044662,"R1,943.50",3/25/2020,2020-03-25,4/23/2020,2020-04-23,4/23/2020,2475584,1157930,"R15,105.25",2020/06,"-R9,871.25",CLOSED,R0.00,"-R9,871.25"
Limpopo Department of Social Development,Limpopo,343,SOCIAL,Social,MAAA0238860,Bidvest Steiner,2000/011155/07,Cleaning,Mop large,100,79.34,7934.00,"R7,934.00",PO-001260,2 64834,"R2,185.00",04/06/2020,2020-06-04,4/23/2020,2020-04-23,4/23/2020,2475580,1157930,"R34,333.25",2020/06,"-R26,399.25",CLOSED,R0.00,"-R26,399.25"
Limpopo Department of Social Development,Limpopo,344,SOCIAL,Social,MAAA0238860,Bidvest Steiner,2000/011155/07,Cleaning,Refuse bag red,200,47.17,9434.00,"R9,434.00",PO-001260,P IETRIN0045129,"R5,531.50",05/06/2020,2020-06-05,05/11/2020,2020-05-11,05/11/2020,2475930,1158159,"R5,531.50",2020/06,"R3,902.50",CLOSED,R0.00,"R3,902.50"
Limpopo Department of Social Development,Limpopo,345,SOCIAL,Social,MAAA0238860,Bidvest Steiner,2000/011155/07,Cleaning,Bleach Jik,200,52.17,10434.00,"R10,434.00",,,,,,,,,,,,,"R10,434.00",CLOSED,R0.00,"R10,434.00"
Limpopo Department of Social Development,Limpopo,346,SOCIAL,Social,MAAA0238860,Bidvest Steiner,2000/011155/07,Cleaning,Hand paper towel,50,438.68,21934.00,"R21,934.00",,,,,,,,,,,,,"R21,934.00",CLOSED,R0.00,"R21,934.00"
Limpopo Department of Social Development,Limpopo,347,SOCIAL,Social,MAAA0324898,IT Care Chemicals Supplies and Cleaning,2015/102820/07,Sanitiser,Sanitizers,"15,000",55.00,825000.00,"R825,000.00",PO-001269,I C T1014.,"R11,000.00",04/06/2020,2020-06-04,05/11/2020,2020-05-11,05/11/2020,2475911,1158161,"R11,000.00",2020/06,"R814,000.00",OPEN,"R814,000.00",R0.00
