Vote,Department,Description,Entity Name,CSD Supplier Number,Payment Amount,Commitment Amount,Total Expenditure
5,Vote 5 : Education ,PEST CONTROL ,GRAND NARE HOLDINGS ,MAAA0525917 ,"R6,840.00 ",R718.75 ,"R7,558.75 "
5,Vote 5 : Education ,DECONTAMINATION ,GROUNDPLAY ENTERPRISES ,MAAA0932266 ,"R140,138.50 ",R0.00 ,"R140,138.50 "
5,Vote 5 : Education ,DECONTAMINATION ,HOTLINE PLUMBING AND RENOVATI,- ,"R1,305.00 ",R0.00 ,"R1,305.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",IPA,MAAA0148041 ,"R3,550.00 ",R0.00 ,"R3,550.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R2,950.00 ",R0.00 ,"R2,950.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R2,450.00 ",R0.00 ,"R2,450.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R6,750.00 ",R0.00 ,"R6,750.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R3,100.00 ",R0.00 ,"R3,100.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R2,995.00 ",R0.00 ,"R2,995.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R2,750.00 ",R0.00 ,"R2,750.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R6,950.00 ",R0.00 ,"R6,950.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ITC PEST CONTROL SERVICES AND S,MAAA0148041 ,"R2,950.00 ",R0.00 ,"R2,950.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SKLAASEN KHALO SERVICES,MAAA0872900 ,"R3,002.40 ",R0.00 ,"R3,002.40 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SKLAASEN KHALO SERVICES,MAAA0872900 ,"R2,780.00 ",R0.00 ,"R2,780.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SKLAASEN KHALO SERVICES,MAAA0872900 ,"R1,821.69 ",R0.00 ,"R1,821.69 "
5,Vote 5 : Education ,DECONTAMINATION ,LA - DEMENTE CLEANING SERVICES,MAAA0850606 ,"R1,528.54 ",R0.00 ,"R1,528.54 "
5,Vote 5 : Education ,DECONTAMINATION ,LEOVSA ,MAAA0690134 ,"R1,850.00 ",R0.00 ,"R1,850.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,308.00 ",R0.00 ,"R5,308.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,200.00 ",R0.00 ,"R1,200.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,200.00 ",R0.00 ,"R1,200.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R2,500.00 ",R0.00 ,"R2,500.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,100.00 ",R0.00 ,"R5,100.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,500.00 ",R0.00 ,"R5,500.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R10,400.00 ",R0.00 ,"R10,400.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,R950.00 ,R0.00 ,R950.00 
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R4,650.00 ",R0.00 ,"R4,650.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,600.00 ",R0.00 ,"R5,600.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,350.00 ",R0.00 ,"R1,350.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R2,100.00 ",R0.00 ,"R2,100.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,250.00 ",R0.00 ,"R5,250.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R6,700.00 ",R0.00 ,"R6,700.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,100.00 ",R0.00 ,"R1,100.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R3,100.00 ",R0.00 ,"R3,100.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R5,300.00 ",R0.00 ,"R5,300.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R2,600.00 ",R0.00 ,"R2,600.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,350.00 ",R0.00 ,"R1,350.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R2,300.00 ",R0.00 ,"R2,300.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,R850.00 ,R0.00 ,R850.00 
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,R850.00 ,R0.00 ,R850.00 
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,900.00 ",R0.00 ,"R1,900.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R1,550.00 ",R0.00 ,"R1,550.00 "
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,R900.00 ,R0.00 ,R900.00 
5,Vote 5 : Education ,CLEANING ,LEOVSA ,MAAA0690134 ,"R6,600.00 ",R0.00 ,"R6,600.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",LUNETHA HOLDINGS ,MAAA0608663 ,"R4,128.80 ",R0.00 ,"R4,128.80 "
5,Vote 5 : Education ,"TOWEL,PAPER , INTER-LEAVE, DISPENSER ",M AND H OFFICE EQUIPMENT ,MAAA0016337 ,"R22,036.00 ","R38,612.40 ","R60,648.40 "
5,Vote 5 : Education ,DECONTAMINATION,MABODI TRADING AND INVESTMEN,MAAA0025194 ,"R5,379.00 ",R0.00 ,"R5,379.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",MAINSTRUCT PROJECTS ,MAAA0005327 ,"R7,345.63 ",R0.00 ,"R7,345.63 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",MAINSTRUCT PROJECTS ,MAAA0005327 ,"R11,747.25 ",R0.00 ,"R11,747.25 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",MASIQHAME TRADING 1057,MAAA0083390 ,"R7,317.64 ",R0.00 ,"R7,317.64 "
5,Vote 5 : Education ,"DISINFECTANT , GREEN GEL, 25KG ",MASIQHAME TRADING 1057,MAAA0083390 ,"R1,977.20 ",R0.00 ,"R1,977.20 "
5,Vote 5 : Education ,"BOTTLE , PLASTIC, SPRAY WITH TRIGGER, 500ML ",MASIQHAME TRADING 1057,MAAA0083390 ,"R1,160.00 ",R0.00 ,"R1,160.00 "
5,Vote 5 : Education ,"CLOTH , MICRO FIBRE, 300MM X 300MM ",MASIQHAME TRADING 1057,MAAA0083390 ,R655.50 ,R0.00 ,R655.50 
5,Vote 5 : Education ,"GLOVES , HEAVY DUTY, RUBBER, BLACK, ELBOW LENGTH,",MASIQHAME TRADING 1057,MAAA0083390 ,"R1,452.60 ",R0.00 ,"R1,452.60 "
5,Vote 5 : Education ,"BOTTLE , SPRAY, NATURAL, PLASTIC, WITH TRIGGER MECHANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390 ,R464.00 ,R0.00 ,R464.00 
5,Vote 5 : Education ,"BOTTLE , SPRAY, NATURAL, PLASTIC, WITH TRIGGER MECH",MASIQHAME TRADING 1057,MAAA0083390 ,"R78,296.00 ","R1,667.50 ","R79,963.50 "
5,Vote 5 : Education ,"GLOVES EXAM, GLOVES TALEX, DISINFECTANT,MASKS ",MASIQHAME TRADING 1057,MAAA0083390 ,"R15,493.91 ",R0.00 ,"R15,493.91 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R32,800.00 ",R0.00 ,"R32,800.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R32,800.00 ",R0.00 ,"R32,800.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R33,600.00 ",R0.00 ,"R33,600.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R31,040.00 ",R0.00 ,"R31,040.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R31,040.00 ",R0.00 ,"R31,040.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R31,040.00 ",R0.00 ,"R31,040.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R31,040.00 ",R0.00 ,"R31,040.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R32,800.00 ",R0.00 ,"R32,800.00 "
5,Vote 5 : Education ,"BOTTLE , SPRAY, NATURAL, PLASTIC, WITH TRIGGER MECH",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R3,905.88 ","R3,905.88 "
5,Vote 5 : Education ,"BOTTLE , SPRAY, NATURAL, PLASTIC, WITH TRIGGER MECH",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R5,127.20 ","R5,127.20 "
5,Vote 5 : Education ,"BOTTLE , SPRAY, NATURAL, PLASTIC, WITH TRIGGER MECH",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R8,373.04 ","R8,373.04 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS AL",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R13,114.14 ","R13,114.14 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS AL",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R21,095.28 ","R21,095.28 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS AL",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R8,421.60 ","R8,421.60 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 5L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R60,500.00 ","R60,500.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 5L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R106,080.00 ","R106,080.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 5L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R162,680.00 ","R162,680.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R3,880,000.00 ",R0.00 ,"R3,880,000.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R283,080.00 ","R283,080.00 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R363.16 ,R0.00 ,R363.16 
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R8,352.68 ","R8,352.68 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R6,536.88 ",R0.00 ,"R6,536.88 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R2,905.28 ","R2,905.28 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R2,996.07 ",R0.00 ,"R2,996.07 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R2,814.49 ",R0.00 ,"R2,814.49 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R4,176.34 ","R4,176.34 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R6,082.93 ",R0.00 ,"R6,082.93 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R1,180.27 ","R1,180.27 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R21,160.68 ","R21,160.68 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R7,424.80 ","R7,424.80 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R6,032.65 ",R0.00 ,"R6,032.65 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R4,362.07 ","R4,362.07 "
5,Vote 5 : Education ,"GLOVES , LATEX, WHITE, DISPOSABLE, 100 PER BOX, ONE ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R18,783.40 ","R18,783.40 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R2,436,640.00 ",R0.00 ,"R2,436,640.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R8,223,660.00 ","R8,223,660.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R10,388,700.00 ",R0.00 ,"R10,388,700.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R8,109,200.00 ",R0.00 ,"R8,109,200.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R11,321,840.00 ",R0.00 ,"R11,321,840.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R1,940.00 ","R1,940.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R3,456,300.00 ",R0.00 ,"R3,456,300.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R938,900.00 ","R938,900.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R10,034,750.00 ",R0.00 ,"R10,034,750.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R16,400.00 ","R16,400.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R2,884,350.00 ",R0.00 ,"R2,884,350.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R6,974,100.00 ",R0.00 ,"R6,974,100.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R1,287,300.00 ","R1,287,300.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R257,258.60 ",R0.00 ,"R257,258.60 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R135,300.00 ",R0.00 ,"R135,300.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R61,830.00 ",R0.00 ,"R61,830.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R25,220.00 ",R0.00 ,"R25,220.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R36,860.00 ",R0.00 ,"R36,860.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R81,900.00 ",R0.00 ,"R81,900.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R3,880.00 ",R0.00 ,"R3,880.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R94,300.00 ",R0.00 ,"R94,300.00 "
5,Vote 5 : Education ,"SANITIZER DETERGENT , HAND, REFILL, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R57,400.00 ",R0.00 ,"R57,400.00 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R65,294.37 ",R0.00 ,"R65,294.37 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R63,115.47 ",R0.00 ,"R63,115.47 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R63,478.62 ",R0.00 ,"R63,478.62 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R83,377.32 ",R0.00 ,"R83,377.32 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R24,816.48 ",R0.00 ,"R24,816.48 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R65,294.37 ",R0.00 ,"R65,294.37 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R36,619.44 ",R0.00 ,"R36,619.44 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R72,482.28 ",R0.00 ,"R72,482.28 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R43,050.54 ","R43,050.54 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R77,929.80 ","R77,929.80 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R141,628.50 ",R0.00 ,"R141,628.50 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R58,612.41 ","R58,612.41 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R144,824.22 ",R0.00 ,"R144,824.22 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R58,321.89 ","R58,321.89 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R151,143.03 ",R0.00 ,"R151,143.03 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R57,522.96 ","R57,522.96 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R227,187.94 ","R227,187.94 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R5,084.10 ",R0.00 ,"R5,084.10 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R204,961.86 ","R204,961.86 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R89,173.50 ",R403.50 ,"R89,577.00 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,R0.00 ,"R266,550.18 ","R266,550.18 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R80,094.75 ",R605.25 ,"R80,700.00 "
5,Vote 5 : Education ,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390 ,"R71,435.82 ",R0.00 ,"R71,435.82 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R94,822.50 ","R2,824.50 ","R97,647.00 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R141,720.96 ",R0.00 ,"R141,720.96 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R67,576.96 ",R0.00 ,"R67,576.96 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R39,614.08 ","R4,872.32 ","R44,486.40 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R111,369.60 ","R14,849.28 ","R126,218.88 "
5,Vote 5 : Education ,"BLEACH, JIK, 25L ",MASIQHAME TRADING 1057,MAAA0083390 ,"R85,542.00 ",R0.00 ,"R85,542.00 "
5,Vote 5 : Education ,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390 ,"R523,047.50 ","R2,912,451.55 ","R3,435,499.05 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R2,053,772.00 ",R0.00 ,"R2,053,772.00 "
5,Vote 5 : Education ,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390 ,"R141,530.50 ","R4,822,497.95 ","R4,964,028.45 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R5,695,884.00 ",R0.00 ,"R5,695,884.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R3,047,243.00 ",R0.00 ,"R3,047,243.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R8,469,903.00 ",R0.00 ,"R8,469,903.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R7,129,039.00 ",R0.00 ,"R7,129,039.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R6,393,581.00 ",R0.00 ,"R6,393,581.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R8,228,577.00 ",R0.00 ,"R8,228,577.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390 ,"R8,992,489.00 ",R0.00 ,"R8,992,489.00 "
5,Vote 5 : Education ,"DISINFECTANT , LIQUID, 25 LTR ",MASIQHAME TRADING 1057,MAAA0083390 ,"R222,938.00 ","R2,705,680.48 ","R2,928,618.48 "
5,Vote 5 : Education ,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390 ,"R1,464,142.80 ",R0.00 ,"R1,464,142.80 "
