TABLE,INSTITUTION,DATE OF AWARD,PRODUCT,ITEM,DESCRIPTION,UNIT OF MEASURE,PRICE PER UNIT OF MEASURE IN RANDS (incl. VAT),QUALITY OF UNITS,ORDER AMT IN RANDS,SUPPLIER NAME
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R95,00",15,"R1 425,00",Mpumelelo Dlaba (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R100,00",35,"R3 500,00",lnqikithi Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,PPE,Face towels,Other. Face Towels,Single,"R58,00",12000,"R696 000,00",Ngome Steam Pot (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,PPE,Face towels,Other. Face Towels,Single,"R57,00",12000,"R684 000,00",Velakabusha General Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,PPE,Face towels,Other. Face Towels,Single,"R58,00",12000,"R696 000,00",Bhomela General Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,PPE,Face towels,Other. Face Towels,Single,"R60,00",12000,"R720 000,00",Ntethe Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Other: Soap,Other. Soap,Single,"R19,00",12000,"R228 000,00",Ngome Steam Pot (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Other: Soap,Other. Soap,Single,"R19,00",12000,"R228 000,00",Velakabusha General Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Other: Soap,Other: Soap,Single,"R20,00",12000,"R240 000,00",Bhomela General Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Other: Soap,Other. Soap,Single,"R20,00",12000,"R240 000,00",Ntethe Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Blankets,Blankets,Other: Blankets,Single,"R500,00",12000,"R6 000 000,00",LNA Communications
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Blankets,Blankets,Other. Blankets,Single,"R408,25",12000,"R4 899 000,00",Rosetta Investments
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Blankets,Blankets,Other. Blankets,Single,"R402,50",12000,"R4 830 000,00",Zain Brothers cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Blankets,Blankets,Other: Blankets,Single,"R559,00",12000,"R6 708 000,00",Gibela Investments
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Dispensers,Sanitizer Refill Funnel,Other. Funnel,Single,"R35,00",5,"R175,00",Mpumelelo Dlaba (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Dispensers,Sanitizer Refill Funnel,Other: Funnel,Single,"R23,00",400,"R9 200,00",lbusaphi Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Cleaning,Cleaning Services,Cleaning Services,Meals,"R27 360,00",1,"R27 360,00",Matata Agricultural Co-operative Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Homeless Shelter,Catering for homeless sheltered by the Department,Meals,"R274 744,80",1,"R274 744,80",SRB Suppliers
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R62 675,00",1,"R62 675,00",Nto's Catering cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Homeless Shelter,Catering for homeless sheltered by the Department,Meals,"R3 290 558,25",1,"R3 290 558,25",Nto's Catering cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R42 500,00",1,"R42 500,00",Skeeloz Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R97 000,00",1,"R97 000,00",lzindlu 247 Trading and Construction
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R43 000,00",1,"R43 000,00",lmpumeleloyeqadi Trading(Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R43 000,00",1,"R43 000,00",TC Thobza Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R43 250,00",1,"R43 250,00",Nisawiz
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R54 000,00",1,"R54 000,00",Buleleseduma Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,Meals,"R52 500,00",1,"R52 500,00",Esengweni
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/05,Groceries,Food parcels,Food parcels: The Department has profiled a total number of 45 146 applicants and distributed 14 331 SRD Food parcels during CORVID-19,N/A,"R3 774 000,00",1,"R3 774 000,00",N/A
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/14,Catering,Homeless Shelter,Catering services,Each,"R115,00",20,"R2 300,00",Chriss BEE Catering
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/14,Catering,Homeless Shelter,Catering services,Each,"R154,85",40,"R6 194,00",Bathuli Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/30,Catering,Homeless Shelter,Catering services,"Breakfast, Lunch & Supper","R170,00",372,"R63 240,00",Mamsomi Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Catering,Homeless Shelter,catering services,Each,"R115,00",20,"R2 300,00",Chriss BEE Catering
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Catering,Homeless Shelter,catering services,Each,"R70,00",40,"R2 800,00",Bathuli Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/03,Themometers,Thermometers: Infrared,Thermometers Infrared,Each,"R1  437,50",55,"R79 062,50",Ezulwini Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Catering,Catering Departmental,catering services,Each,"R115,00",20,"R2 300,00",Chriss BEE Catering
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/17,Catering,Homeless Shelter,Catering for Homeless Shelter,3 meals per day for 12 people,"R170,00",180,"R30 600,00",Mamsomi Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/30,Catering,Homeless Shelter,Catering for Homeless Shelter,3 meals per day for 10  people,"R120,00",150,"R18 000,00",Nkwabe Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R25 908,48",1,"R25 908,48",Esonole Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R32 000,00",1,"R32 000,00",Abafikile Trading & Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R29 600,00",1,"R29 600,00",Phila & Nana Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R35 851,23",1,"R35 851,23",Lathobs Cleaning & Hygiene Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R37 761,23",1,"R37 761,23",Lathobs Cleaning & Hygiene Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R47 898,00",1,"R47 898,00",Sibongile N Construction
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R76 423,42",1,"R76 423,42",C Mthule Construction PTY
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R89 922,50",1,"R89 922,50",C Mthule Construction PTY
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R53 440,00",1,"R53 440,00",Sizocebisa Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/29,Cleaning,Cleaning Services,Cleaning Services,1 Month,"R57 490,00",1,"R57 490,00",Matata Agricultural Co-operative Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/05/31,Catering,Catering Departmental,Catering Departmental,2 Weeks,"R157 500,00",1,"R157 500,00",Delani Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/01,Catering,Catering Departmental,Catering Departmental,2 Weeks,"R33 600,00",1,"R33 600,00",Esonole Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/01,Catering,Catering Departmental,Catering Departmental,2 Weeks,"R58 100,00",1,"R58 100,00",Bright Future Consultants
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/09,Catering,Homeless Shelter,Catering Homeless,Meals,"R115,00",40,"R4 600,00",Velvet Rope Lifestyle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/09,Catering,Homeless Shelter,Catering Homeless,Meals,"R100,00",20,"R2 000,00",Zamancwane Catering
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/15,Catering,Catering Departmental,Catering Departmental,Meals,"R120,00",150,"R18 000,00",Nkwabe Trading & Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/12,Cleaning,Cleaning Services,Deep Cleaning and Sanitation,square meter,"R99 943,58",1,"R99 943,58",Mazel Industrial Products t/a Kleenline
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/12,Cleaning,Cleaning Services,Deep Cleaning and Sanitation,square meter,"R37 458,48",1,"R37 458,48",Empedic Investments (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/09,Catering,Homeless Shelter,Lunch,Each,"R45,00",3500,"R157 500,00",Delani Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/09,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",Each,"R120,00",490,"R58 800,00",Bright Future Consultants
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/09,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",Each,"R120,00",294,"R35 280,00",Esonole Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/26,Catering,Homeless Shelter,Lunch,per person,"R45,00",8000,"R360 000,00",Delani Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/26,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",per person,"R120,00",1120,"R134 400,00",Bright Future Consultants
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/26,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",per person,"R120,00",672,"R80 640,00",Esonole Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/30,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",per person,"R120,00",40,"R4 800,00",Sebenzinzuzo Cleaning Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/06/30,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",per person,"R75,00",20,"R1  500,00",Charlie and Lucky Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/03,Dispensers,Knapsack sprayers,Knapsack sprayers,16L,"R1 150,00",30,"R34 500,00",lntyatyambo Creations
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/03,PPE,Personnel Protective Equipment,Personnel Protective Equipment,Each,"R280,00",50,"R14 000,00",lntyatyambo Creations
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/03,PPE,Visor/ Face-Shield,Visor/ Face-Shield,Each,"R60,00",200,"R12 000,00",lntyatyambo Creations
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/14,Catering,Homeless Shelter,Catering services,Per Person,"R108,00",20,"R2 160,00",Dlamahasi and Maziya Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/15,Catering,Homeless Shelter,Caterings services,Per Person,"R120,00",40,"R4 800,00",SAGINIX
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/16,Themometers,Thermometers: Infrared,Thermometers,Each,"R1 437,50",55,"R79 062,50",Thembakosi Equipment and Hardware
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/02,Themometers,Thermometers: Infrared,Thermometer,Each,"R1 499,00",289,"R433 211,00",Cusielihle (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/12,Sanitizers,Sanitizer with Dispenser,Plastic Hand Pump/ Spray filled with sanitzing gel 70% alcohol,1L,"R95,00",500,"R47 500,00",Aramaya
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/12,Sanitizers,Sanitizer,Surface sanitizer gel 70% alcohol,25L,"R1 600,00",20,"R32 000,00",Aramaya
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/07/12,Sanitizers,Sanitizer with Dispenser,1L  Pump/ Spray surface sanitizer gel filled with 70% alcohol,1L,"R96,00",30,"R2 880,00",Aramaya
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/03/18,Sanitizers,Sanitizer,Hand Sanitizers,500ml,"R103,50",100,"R10 350,00",Allenco Medical & Dental supplies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/03/18,Sanitizers,Sanitizer,Hand Sanitizers,500ml,"R70,00",25,"R1 750,00",Logan Medical & Surgical (pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/01,Sanitizers,Sanitizer,Hand Sanitizers,500ml,"R80,50",500,"R40 250,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/23,Themometers,Thermometers: Infrared,Infrared Thermometres,Each,"R2 645,00",12,"R31 740,00",Renrick Business Solution
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/30,Masks,Masks (Cloth),Cloth Mask,Each,"R25,00",200,"R5 000,00",Mdibanisi Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/30,Sanitizers,Sanitizer,Hand Sanitizers,500ml,"R60,00",12,"R720,00",Dr. Mohamed
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/30,Dispensers,Sanitizer Refill Bottles,Sanitizer Refill Bottles,Each,"R16,50",25,"R412,56","Victoria Packaging, Pmburg"
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/04/30,Dispensers,Sanitizer Refill Pump,Sanitizer Refill Pump,Each,"R20,17",1,"R20,17","Victoria Packaging, Pmburg"
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Newcastle),Site - each / Sqm (Newcastle),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Ladysmith),Site - each / Sqm (Ladysmith),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,"Sanitization and fogging (Ugu, Margate)",Site - each/ Sqm (Margate),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,"Sanitization and fogging (HGW, lxopo)",Site- each / Sqm (lxopo),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Dundee),Site - each/ Sqm (Dundee),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Richards Bay),Site - each / Sqm (Richards Bay),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Ulundi),Site - each / Sqm (Ulundi),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,"Sanitization and fogging (Mayville, Dbn)","Site - each / Sqm (Mayville, Dbn)","R3 450,00",1,"R3 450,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,"Sanitization and fogging (H/O, Pmb)",Site - each / Sqm (H/O - Pmburg),"R3 754,75",1,"R3 754,75",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Stanger),Site - each / Sqm Stanger),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Truro House),Site - each / Sqm (8th Floor Truro),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/13,Cleaning,Fogging,Sanitization and fogging (Hluhluwe),Site - each / Sqm (Hluhluwe),"R2 875,00",1,"R2 875,00",Bidvest Steiner Newcastle
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/26,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R24 890,00",1,"R24 890,00",lndonsakusa Community
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/26,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R59 782,52",1,"R59 782,52",Independent newspaper
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/26,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R24 464,00",1,"R24 464,00",Nqubeko Community Radio Station
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/26,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R34 689,52",1,"R34 689,52",llanga newspaper
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/26,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R28 500,00",1,"R28 500,00",lnanda 88.4 FM
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/25,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R22 000,00",1,"R22 000,00",UMgungundlovu Community Radio
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/05/25,Advertisements,Advert: Marketing,Advert: Marketing,Each,"R21 000,00",1,"R21 000,00",Rise Community Radio
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/19,Other,Provide Details,Sport Equipment Packs,Pack,"R4 023,85",50,"R201 192,50",Solly M Sports
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/27,Cleaning,Fogging,Sanitizing and Hot Fogging the Office,Square Meter,"R7,36",1400,"R10 304,00",Thula Muntu Development Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/26,Masks,Masks (Cloth),Cloth Masks,Each,"R16,00",1500,"R24 000,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/26,PPE,Personnel Protective Equipment,Screen Guards for Reception Desks,Each,"R450,00",16,"R7 200,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/26,Dispensers,Pump,Hand sanitizer dispensers,Each,"R750,00",25,"R18 750,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/06/26,Sanitizers,Detergents,Hand sanitizers,Each,"R50,00",1000,"R50 000,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Sport and Recreation,2020/07/13,Cleaning,Fogging,Decontamination of Offices,Cubic Meter,"R2,15",3297,"R7 090,20",MDG
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/13,Courier,"Courier of Personnel Protective	Equipment",Courier Services,12ton,"R23,01",2000,"R46 019,32",Biddulphs Removals & Storage
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/04/15,Courier,"Courier of Personnel Protective	Equipment",Courier Services,"1,389 tons","R143,64",70,"R10 054,88",Skynet South Africa
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/20,Sanitizers,Hand Disinfectant,Disinfectant,25 litres,"R3 450,00",70,"R241  500,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/20,Sanitizers,Hand Disinfectant,Disinfectant,500ml,"R92,00",2000,"R184 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/20,Masks,Mask Surgical 3 Ply Earloop,Mask (Surgical),Box,"R17,25",50000,"R862 500,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/20,Sanitizers,Hand Disinfectant,Disinfectant,500ml,"R92,00",2000,"R184 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/03/20,Sanitizers,Hand Disinfectant,Disinfectant,500ml,"R92,00",3750,"R345 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/15,Sanitizers,Surface Disinfectant,Disinfectant,564sq m,"R337,08",564,"R190 111,15",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/22,Sanitizers,Surface Disinfectants,Sanitizer,20L,"R1 390,00",100,"R139 000,00",Civil & Supply Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/22,Cleaning,Spray Bottled,Decontamination Services,"1,5L","R250,00",60,"R15 000,00",Civil & Supply Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/22,Cleaning,Spray Bottled,Decontamination Services,5L,"R480,00",60,"R28 800,00",Civil & Supply Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/22,Masks,Clear Face masks,Mask (FFP2),Each,"R16,16",300,"R4 848,00",Van Schaik Bookstore
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/01,Cleaning,Disinfection of public Serving Offices,Decontamination Services,"2244,988sq","R990,79",2245,"R2 224 334, 11",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/29,Sanitizers,Foot Disinfectants,Sanitizer,Each,"R600,00",200,"R120 000,00",Khuphuganathi office furnitures
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/29,Dispensers,Foot Disinfectants,Sanitizer Refill Bottles,Each,"R50,00",200,"R10 000,00",khuphuganathi office furnitures
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/05/28,Themometers,Thermometers,Thermometers: Digital,Each,"R890,00",120,"R106 800,00",Alframed
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/06/29,Masks,Face Shields,Masks (FFP1),Each,"R34,00",4000,"R136 000,00",Revelation of Green Heart
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/07/07,Themometers,Temperature scanners,Thermometers: Infrared,Each,"R585,00",150,"R87 750,00",Zenny Zondo Empire
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/07/17,Masks,Cloth Masks,Masks (Cloth),Each,"R8,00",8431,"R67 448,00",Ntandoyenkosi holdings
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Transport,2020/07/17,Masks,Face Shields,Masks (FFP1),Each,"R25,00",4000,"R100 000,00",Simulo
